"name","slug","post_body","meta_description","id","editLink"
"How to install LeadOut","knowledge/how-to-install-leadout","<p>We understand that not everyone can store their data in the cloud for different reasons. With that in mind, we have created an open source version of Leadin which you can continue to use for as long as you like, instead of upgrading to the newest cloud version of Leadin. This version of Leadin is known as LeadOut.</p><!--more--><p>We offer this version as an option for those users who simply cannot store their data in the cloud and must keep their Leadin data in their local WordPress database. LeadOut will never prompt you to update to Leadin's cloud service.</p><p class=""alert alert-red""><strong>IMPORTANT</strong>: We offer this version of Leadin as-is, meaning we do not provide support for this older version. If you would like to continue to receive updates and support please <a href=""/get-started?app=wp"" target=""_blank"">download the current cloud version of Leadin here</a> and get all the newest features including <strong>eas</strong><strong>ier syncing</strong> &amp; email notification control, Include an <strong>image</strong> and <strong>custom thank-you</strong> message in the popup form. Also, redirect submissions on the form to a new page and so much more. Check out <a href=""http://leadin.com/leadin-cloud"">our user update</a> for more.</p><p>Log into your WordPress admin and click the Plugins menu option</p><img src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/wordpress_plugin/leadout1.png"" alt=""leadout1.png"" title=""leadout1.png"" width=""1024"" data-constrained=""true"" style=""width: 1024px; display: block; margin-left: auto; margin-right: auto;""><p>In order to install LeadOut we need to first remove Leadin. Click Deactivate below.</p><img src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/wordpress_plugin/leadout2.png"" alt=""leadout2.png"" title=""leadout2.png"" width=""1024"" data-constrained=""true"" style=""width: 1024px; display: block; margin-left: auto; margin-right: auto;""><p>Next up we need to click Delete. Don't worry, your contacts and their history will not be deleted, just the old plugin. You will see all your original data in LeadOut once it has been installed.</p><img src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/wordpress_plugin/leadout3.png"" alt=""leadout3.png"" title=""leadout3.png"" width=""1024"" data-constrained=""true"" style=""width: 1024px; display: block; margin-left: auto; margin-right: auto;""><p>Next, download a copy of LeadOut,&nbsp;<a href=""https://github.com/leadout-plugin/leadout"" target=""_blank"">here</a><span>. You will need to click the ""Download ZIP"" button on the right/top.&nbsp;</span></p><img src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/wordpress_plugin/leadout4.png"" alt=""leadout4.png"" title=""leadout4.png"" width=""1024"" data-constrained=""true"" style=""width: 1024px; display: block; margin-left: auto; margin-right: auto;""><p>Now that you've downloaded LeadOut you'll need to navigate back to your Plugins in WordPress and install it. Go to <strong>Plugins &gt; Add New</strong></p><img src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/wordpress_plugin/leadout5.png"" alt=""leadout5.png"" title=""leadout5.png"" width=""1024"" data-constrained=""true"" style=""width: 1024px; display: block; margin-left: auto; margin-right: auto;""><p><span>From the Add Plugins area, you'll want to click on the Upload Plugin button.</span></p><img src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/wordpress_plugin/leadout6.png"" alt=""leadout6.png"" title=""leadout6.png"" width=""1024"" data-constrained=""true"" style=""width: 1024px; display: block; margin-left: auto; margin-right: auto;""><p><span>Next you'll want to locate the zip file you downloaded earlier of the LeadOut plugin by clicking Choose File</span></p><img src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/wordpress_plugin/leadout7.png"" alt=""leadout7.png"" title=""leadout7.png"" width=""1024"" data-constrained=""true"" style=""width: 1024px; display: block; margin-left: auto; margin-right: auto;""><p>This will prompt a pop-up box to open where you can search your computer for the file. Once you find the file in your computer folders, click the zip file and then click Open.</p><p><img src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/wordpress_plugin/leadout8.png"" alt=""leadout8.png"" title=""leadout8.png"" width=""1024"" style=""width: 1024px; display: block; margin-left: auto; margin-right: auto;""></p><p><span>Now you'll see the selected file in WordPress. Click the </span><strong>Install Now</strong><span> button to begin installation of LeadOut.</span></p><img src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/wordpress_plugin/leadout9.png"" alt=""leadout9.png"" title=""leadout9.png"" width=""1024"" data-constrained=""true"" style=""width: 1024px; display: block; margin-left: auto; margin-right: auto;""><p>Once the installation&nbsp;of the LeadOut plugin is initiated, you'll be redirected to an install screen that should show you the steps taken to unpack and install the plugin. Once complete click <strong>Activate Plugin</strong> to continue with installing LeadOut.</p><img src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/wordpress_plugin/leadout10.png"" alt=""leadout10.png"" title=""leadout10.png"" width=""1024"" data-constrained=""true"" style=""width: 1024px; display: block; margin-left: auto; margin-right: auto;""><p><span>Now you've successfully installed and activated LeadOut! You should see LeadOut appear now on your side menu in WordPress and all your previous Leadin data from version 3 of the WordPress plugin should be ready to use!</span></p><p><span><img src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/wordpress_plugin/leadout11.png"" alt=""leadout11.png"" title=""leadout11.png"" width=""1024"" style=""width: 1024px; display: block; margin-left: auto; margin-right: auto;""></span></p>","We understand that not everyone can store their data in the cloud for different reasons. With that in mind, we have created an open source version of Leadin which you can continue to use for as long as you like, instead of upgrading to the newest cloud version of Leadin. This version of Leadin is known as LeadOut.",3701213975,"https://app.hubspot.com/content/324680/edit-beta/3701213975"
"How to use the Leadin Dashboard","knowledge/how-to-use-the-leadin-dashboard","<p>Once you've installed Leadin&nbsp;on your website&nbsp;you have access to all its inbound marketing tools that will help you get to know your website visitors. This starts with your Dashboard, which gives you an overview of your contact activity.</p><!--more--><p>The Dashboard runs on a rolling 30 day timeframe. So when you navigate to Dashboard to check on your Leadin activity, it will show you the last 30 days worth of activity from the time you are currently accessing this data.</p><p>At the top of the Dashboard&nbsp;you will see a graph of new contacts within the last 30 days. You will see multiple pieces of information in this part of the dashboard:</p><ol><li>How many new contacts your website has generated in the past 30 days</li><li>A breakdown of how many new contacts your website has generated by day</li><li>New contacts today</li><li>Average new contacts per day (also represented by the dotted blue line)</li><li>Best day ever! How many contacts you had on your best new contact day</li><li>Total contacts from all-time</li></ol><p><img alt=""dash-l30.png"" src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/dashboard/dash-l30.png"" title=""dash-l30.png"" width=""1557"" data-constrained=""true"" style=""width: 1557px; display: block; margin-left: auto; margin-right: auto;""></p><p>You'll also notice that if you hover your mouse over a specific date on this graph, it will show you the specific day and exactly the number of contacts you received on that day.</p><p><img alt=""dash-l30-callout.png"" src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/dashboard/dash-l30-callout.png"" title=""dash-l30-callout.png"" width=""1092"" data-constrained=""true"" style=""width: 1092px; display: block; margin-left: auto; margin-right: auto;""></p><p>Below the graph of new contacts from the past 30 days, you'll see a section dedicated to new and returning contacts. You'll see a section for new contacts that you've received today and returning contacts today. In these sections, you'll see their contact info along with their original source and number of pageviews.</p><p><img alt=""dash-new-returning.png"" src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/dashboard/dash-new-returning.png"" title=""dash-new-returning.png"" width=""720"" data-constrained=""true"" style=""width: 720px; display: block; margin-left: auto; margin-right: auto;""></p><p>The last section of your Dashboard consists of your new contacts sources from the last 30 days. This will show you how your contacts have found your website. You'll see the source, the number of contacts that came to your website from that source, and then a visual graph of the number of new contacts from each source (quickly showing you which channels are working best for you and which you may want to work on). Let's go over each source quickly:</p><p><strong>Direct Traffic:</strong> visitors that accessed your site through a direct URL - either by someone sending a direct link to your web page (without tracking parameters) or someone going into a browser and simply typing in your website URL.</p><p><strong>Organic Search:</strong> visits from a non-paid search result from search engines like Google, Bing, and Yahoo.</p><p><strong>Referrals:</strong> visits from an external site that links to your website directly.</p><p><strong>Social Media:</strong> visits from a link that came from a social media website like Facebook or Twitter.</p><p><strong>Email Marketing:</strong> visits from a link that came from an email marketing campaign (this is determined by an email URL tracking parameter).</p><p><strong>Paid Search:</strong> visits from a paid search, like Google AdWords.</p><p>More information on the source categorisation <a href=""/knowledge/how-does-leadin-categorise-the-source-of-a-contact"">can be found here</a>.</p><p>You can look at this graph here and see that the direct traffic for this website is doing a stellar job of creating a new contacts, but there is certainly a huge opportunity to get this website some attention on social media.&nbsp;</p><p><img alt=""stats-con-l30.png"" src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/dashboard/stats-con-l30.png"" title=""stats-con-l30.png"" width=""722"" data-constrained=""true"" style=""width: 722px; display: block; margin-left: auto; margin-right: auto;""></p><p>Currently in testing is a new section which breaks down the number of views and submissions your&nbsp;Leadin Popup form received in the last 30 days, and a calculation of the conversion rate based on these numbers. This data is automatically generated for you when the popup is added to your site.</p><p><img src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/dashboard/dash-popup-stats.png"" alt=""dash-popup-stats.png"" title=""dash-popup-stats.png"" width=""711"" height=""199""></p>","Once you've installed Leadin on your website you have access to all its inbound marketing tools that will help you get to know your website visitors. This starts with your Dashboard, which gives you an overview of your contact activity.",3565808393,"https://app.hubspot.com/content/324680/edit-beta/3565808393"
"Get to know Leadin","knowledge/get-to-know-leadin","<p>Owning a website is a must these days, and if you own a website you know that getting leads from your website can be a trying task. How are you supposed to know what is attracting visitors to your site or stopping them from visiting again? It's important your business gives as much information as possible on your website but knowing what interests them and what doesn't can be key to getting their business.</p><!--more--><p>This is where we hope we come in. Leadin is a tool that works with most sites to give you better tools to engage with and understand how people are interacting with your website. While WordPress is a great tool for content creation, Leadin tries to fill the gap for helping you gather and interpret visitor data on your site.</p><p>With Leadin you'll be able to answer two crucial questions:</p><ol><li>Who is visiting my site?</li><li>What content are they viewing before and after becoming leads?</li></ol><p>Your contacts database will show you all contacts that have converted on your site along with their original source type, visits, pageviews, and more. You can go into an individual contact to see a timeline of all of their activity, all the details you need to make your next move.</p><p><img alt=""single-contact-example.png"" src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/contacts/single-contact-example.png"" title=""single-contact-example.png"" width=""1024"" data-constrained=""true"" style=""width: 1024px; display: block; margin-left: auto; margin-right: auto;""></p><p>Forms in Leadin are dynamically generated based on the existing forms on your site. Leadin has the ability to capture submissions on most existing forms on your website so no need to change your current&nbsp;website. As soon as you install Leadin you are ready to start generating contacts and learning about the pages they've viewed and how they found your website. <a href=""/knowledge/can-leadin-capture-submissions-on-my-form"" target=""_blank"">Learn more</a> about how this feature works.</p><p>The Leadin plugin provides you with the ability to create a lead flow (pop up form) and add it to your website right from within Leadin. Lead flows can help prevent people from slipping through the cracks by targeting them based on their behaviour on your website, on specific pages or all pages. The popup also uses the contact data to intelligently know when to appear. More on that <a href=""/knowledge/how-do-i-enable-or-disable-the-popup-form"" target=""_blank"">here</a>.</p><p><img alt=""popup-example.png"" src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/popup_form/popup-example.png"" title=""popup-example.png"" width=""1024"" data-constrained=""true"" style=""width: 1024px; display: block; margin-left: auto; margin-right: auto;""></p><p>Leadin features the ability to connect to 5 major email providers, MailChimp, Constant Contact, Campaign Monitor, GetResponse and AWeber. This connection allows you to push new contacts generated to the mailing list of your choice, <a href=""/knowledge/connect-leadin-to-an-email-marketing-tool"" target=""_blank"">find out how</a>.</p><p><img src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/email_provider_integrations/offered-esp.png"" alt=""offered-esp.png"" title=""offered-esp.png"" width=""1024"" style=""width: 1024px; display: block; margin-left: auto; margin-right: auto;""></p><p>Leadin will give you a general statistical overview of the last 30 days of your contacts - it'll show you what days you obtained new contacts and even what traffic source drove them to your site. Simple and straightforward.</p><p><img alt=""dash-example.png"" src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/dashboard/dash-example.png"" title=""dash-example.png"" width=""1024"" data-constrained=""true"" style=""width: 1024px; display: block; margin-left: auto; margin-right: auto;""></p>","Owning a website is a must these days, and if you own a website you know that getting leads from your website can be a trying task. How are you supposed to know what is attracting visitors to your site or stopping them from visiting again? It's important your business gives as much information as possible on your website but knowing what interests them and what doesn't can be key to getting their business.",3572911687,"https://app.hubspot.com/content/324680/edit-beta/3572911687"
"Why did Leadin flag my form submission?","knowledge/why-did-leadin-flag-my-form-submission","<p class=""p1""><span class=""s1"">One of the core features of&nbsp;Leadin is it's ability to capture submissions on the existing, non-Leadin, forms on your website. For a detailed explanation&nbsp;of how this works,&nbsp;<a href=""https://leadin.hubspot.com/knowledge/can-leadin-capture-submissions-on-my-form""><span class=""s2"">check out this article</span></a>.</span></p><!--more--><p class=""p1""><span class=""s1"">The&nbsp;Leadin form capture tool includes logic that allows it to intelligently identify if a form has any sensitive fields, for example a password field or a credit card field. Due to the sensitive nature of this information, and that&nbsp;Leadin stores form submissions in plain-text,&nbsp;Leadin will not capture this information on a form.&nbsp;</span></p><p class=""p1""><span class=""s1"">Leadin achieves this check for sensitive information by scanning the form for field labels that suggest credit card information is present, such as&nbsp;credit card, card number, expiration, expiry,&nbsp;ccv, cvc, cvv, secure code, mastercard, american express and&nbsp;amex. In addition to this,&nbsp;Leadin checks for number fields on the form and uses a formula to identify if this number could possibly be a credit card.</span></p><p class=""p1""><span class=""s1"">Even though&nbsp;Leadin includes this logic to prevent sensitive information from being captured, the data that is captured is your responsibility. Should&nbsp;Leadin ever incorrectly capture sensitive information, please let us know. For more information, see our&nbsp;<a href=""https://leadin.hubspot.com/privacy-policy""><span class=""s2"">Privacy Policy</span></a>.</span></p>","One of the core features of Leadin is it's ability to capture submissions on the existing, non-Leadin, forms on your website. For a detailed explanation of how this works, check out this article.\n\nThe Leadin form capture tool includes logic that allows it to intelligently identify if a form has any sensitive fields, for example a password field or a credit card field. Due to the sensitive nature of this information, and that Leadin stores form submissions in plain-text, Leadin will not capture this information on a form.",3661418797,"https://app.hubspot.com/content/324680/edit-beta/3661418797"
"How do I install the Leadin Tracking Code on my Blogger Website?","knowledge/how-do-i-install-the-leadin-tracking-code-on-my-blogger-website","<p>Adding the Leadin embed code to Blogger requires a couple of steps to alter the embed code a little so that it is compatible with the Blogger template&nbsp;system.</p><!--more--><p>First off, grab a copy of the Leadin embed code,&nbsp;<span>navigate to </span><strong>Settings &gt; Embed Code</strong><span> and copy the embed code to your clipboard. The embed code will look something like this:&nbsp;</span></p><p><span><img src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/settings/tracking-code-standalone.png"" alt=""tracking-code-standalone.png"" title=""tracking-code-standalone.png"" width=""1024"" style=""width: 1024px; display: block; margin-left: auto; margin-right: auto;""></span></p><p class=""alert"">Next you need to replace the async parameter in the embed code with async='async' and replace the defer attribute in the embed code with&nbsp;defer='defer'. This will ensure that it can be installed on your Blogger site.</p><p><span>Next up, install this new embed code in your Blogger Template. To do this follow these steps and the screenshot below:&nbsp;</span></p><ol><li>Head on over to your Blogger account Settings, look for 'Template' inside the menu.</li><li>Inside Template you'll see an 'Edit HTML' button.</li><li>Inside the Edit HTML menu will be the HTML for your template, search for the <code>&lt;/body&gt;</code> tag and past your Leadin Embed Code just above this tag.&nbsp;</li></ol><img src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/settings/blogger.png"" alt=""blogger.png"" title=""blogger.png"" width=""1024"" style=""width: 1024px; display: block; margin-left: auto; margin-right: auto;"">","Adding the Leadin embed code to Blogger requires a couple of steps to alter the embed code a little so that it is compatible with the Blogger template system.",3839194990,"https://app.hubspot.com/content/324680/edit-beta/3839194990"
"How do I rename a Form in Leadin?","knowledge/how-do-i-rename-a-form-in-leadin","<p>In Leadin, the forms on your site are automatically generated as Collected Forms in Leadin. You can find them all under Collected Forms in Leadin.</p><!--more--><p>To rename a form, simply load that form and click the name of the form at the top of the table. Once the edits have been made, click 'enter' on your keyboard and the changes are saved.</p><p><img src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/form_capture/rename-collected.png"" alt=""rename-collected.png"" width=""640"" style=""display: block; margin-left: auto; margin-right: auto; width: 640px;""></p>","In Leadin, the forms on your site are automatically generated as Forms in Leadin. You can find them in the left-side of Contacts in Leadin. To rename a form, simply load that form and click the name of the form at the top of the table. Once the edits have been made, click 'enter' on your keyboard and the changes are saved.",3506180174,"https://app.hubspot.com/content/324680/edit-beta/3506180174"
"How do I prevent Leadin from tracking WordPress users?","knowledge/how-do-i-prevent-leadin-from-tracking-wordpress-users","<p>If you're using the&nbsp;Leadin&nbsp;WordPress plugin we include the ability to prevent&nbsp;Leadin from tracking your page views and form submissions if you are logged into&nbsp;WordPress itself.&nbsp;</p><!--more--><p>To enable this setting head over to&nbsp;<strong>Settings&nbsp;</strong>inside the Leadin&nbsp;WordPress plugin and here you will find&nbsp;<strong>Contacts Tracking.&nbsp;</strong>This setting allows you to disable&nbsp;Leadin page view tracking and form submission tracking for logged in users in&nbsp;WordPress, including the standard user roles in&nbsp;WordPress and also any custom users roles.</p><p><img src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/settings/contacts-tracking.png"" alt=""contacts-tracking.png"" title=""contacts-tracking.png"" width=""711"" height=""283""></p><p>In the above example Administrators and Editors will not be tracked by&nbsp;Leadin when logged into&nbsp;WordPress.&nbsp;</p><p><strong>IMPORTANT:&nbsp;</strong>This setting, when enabled, prevents&nbsp;Leadin from capturing form submissions when you are logged into&nbsp;WordPress. If you want to test&nbsp;Leadin's tracking of forms on your site it is important to either disable this setting or log out of&nbsp;WordPress when testing.</p>","If you're using the Leadin WordPress plugin we include the ability to prevent Leadin from tracking your page views and form submissions if you are logged into WordPress itself. ",3710066619,"https://app.hubspot.com/content/324680/edit-beta/3710066619"
"How do I add users to my Leadin account?","knowledge/how-do-i-add-users-to-my-leadin-account","<p>Navigate to <strong>Settings </strong>under the Leadin Account Menu.</p><!--more--><p><img src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/settings/manage_users1.png"" alt=""manage_users1.png"" title=""manage_users1.png"" width=""627"" height=""415"" style=""display: block; margin-left: auto; margin-right: auto;""></p><p>From here you will find the <strong>Users</strong> menu and the&nbsp;<strong>Add user&nbsp;</strong>button.</p><p><img src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/settings/manage_users2.png"" alt=""manage_users2.png"" title=""manage_users2.png"" width=""711"" height=""288""></p><p>This will bring up the wizard to add a new user to your&nbsp;Leadin account, you must provide their email address, first name and last name.</p><p><img src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/settings/manage_users3.png"" alt=""manage_users3.png"" title=""manage_users3.png"" width=""711"" height=""448""></p><p>The next step is to choose their permissions. You will notice two types of permissions,&nbsp;<strong>Account </strong>permissions<strong>&nbsp;</strong>and <strong>Leadin </strong>permissions.&nbsp;<strong>Account </strong>permissions<strong>&nbsp;</strong>allow you to manage users across all&nbsp;HubSpot products connected to a single&nbsp;Hub ID, for example&nbsp;Leadin and the HubSpot CRM. It is not currently possible to integrate&nbsp;Leadin and the HubSpot CRM together, but when this is possible the&nbsp;<strong>Account administrator&nbsp;</strong>will be able to manage users across all HubSpot products connected to your Hub ID.&nbsp;</p><p><img src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/settings/manage_users4.png"" alt=""manage_users4.png"" title=""manage_users4.png"" width=""711"" height=""522""></p><p>Finally choose whether or not this new user will receive a Welcome Email. The Welcome Email provides the new users with instructions to set their account password.</p><p><img src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/settings/manage_users5.png"" alt=""manage_users5.png"" title=""manage_users5.png"" width=""711"" height=""313""></p><p>You can now manage your Users from within&nbsp;Leadin including changing their permissions, resetting their password or deleting the user.</p><p><img src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/settings/manage_users6.png"" alt=""manage_users6.png"" title=""manage_users6.png"" width=""711"" height=""312""></p>","If you are a user of the Leadin WordPress plugin your Leadin account is accessible to all WordPress Administrators. For those using the Leadin Web App it is now possible to add additional users to your Leadin account by following these steps. ",3757866226,"https://app.hubspot.com/content/324680/edit-beta/3757866226"
"How do I install the Leadin tracking code on my Weebly website?","knowledge/how-do-i-install-the-leadin-tracking-code-on-my-weebly-website","<p>In Leadin, navigate to <strong>Settings &gt; Embed Code</strong> and copy the embed code to your clipboard.</p><!--more--><p><img alt=""tracking-code-standalone.png"" src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/settings/tracking-code-standalone.png"" title=""tracking-code-standalone.png"" width=""1024"" data-constrained=""true"" style=""width: 1024px; display: block; margin-left: auto; margin-right: auto;""></p><ol><li>Log into Weebly and navigate to <strong>Settings</strong>.</li><li>Navigate to <strong>SEO</strong>.</li><li>Pasted the&nbsp;Leadin Embed Code into the&nbsp;<strong>Footer Code&nbsp;</strong>box.</li><li>Click&nbsp;<strong>Save&nbsp;</strong>(bottom right).</li><li>Click&nbsp;<strong>Publish&nbsp;</strong>(top right).</li></ol><p><img src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/settings/weebly.png"" alt=""weebly.png"" title=""weebly.png"" width=""1024"" style=""width: 1024px;""></p>","In Leadin, navigate to Settings > Embed Code and copy the embed code to your clipboard and paste into Weebly settings.",4019261025,"https://app.hubspot.com/content/324680/edit-beta/4019261025"
"How do I install the Leadin tracking code on my GoDaddy website?","knowledge/how-do-i-install-the-leadin-tracking-code-on-my-godaddy-website","<p>In Leadin, navigate to <strong>Settings &gt; Embed Code</strong> and copy the embed code to your clipboard.</p><!--more--><p><img alt=""tracking-code-standalone.png"" src=""http://cdn2.hubspot.net/hubfs/324680/Knowledge_Base_Images/settings/tracking-code-standalone.png"" title=""tracking-code-standalone.png"" width=""1024"" data-constrained=""true"" style=""width: 1024px; display: block; margin-left: auto; margin-right: auto;""></p><ol><li>Log into your Website Builder&nbsp;and click <strong>Edit Site</strong>.</li><li>In the top right corner, click the '3 bar icon'&nbsp;&amp; select <strong>Edit Site Settings</strong>.</li><li>Click the tab <strong>Site-wide Code</strong> and paste the Leadin Embed Code.</li><li>Click&nbsp;<strong>OK</strong> to saved changes.</li></ol><p>&nbsp;</p>","In Leadin, navigate to Settings > Embed Code and copy the embed code to your clipboard and paste into Weebly settings.",3960114826,"https://app.hubspot.com/content/324680/edit-beta/3960114826"
