post_body,id
"<p>Groups of contacts can be added to a <a href=""http://help.hubspot.com/articles/KCS_Article/What-is-the-difference-between-a-smart-list-and-a-static-list"">static list</a> with a workflow.</p><!--more--><p><strong>Please note</strong>: the following options are only possible with <strong>Professional and Enterprise</strong> portals.</p><p>If you would like to add a <strong>Smart</strong> or <strong>Static List </strong>to a <strong>Static List</strong>:</p><ul><li>Navigate to <strong>Contacts &gt; Workflows &gt; Create new workflow.</strong></li><li>Give your workflow a name &gt; choose a <strong>Standard </strong>workflow &gt; Create a new workflow.</li><li>Under 'Automatically enroll contacts when they meet these criteria', select <b>List Membership.</b></li></ul><figure><img alt=""Starting Criteria Join the List"" src=""http://cdn2.hubspot.net/hubfs/53/Knowledge_Base_Images/Contacts/Workflows/Workflow_join_the_list_starting_criteria_aug_2015.png""></img><figcaption>Starting Criteria Join the List</figcaption></figure><ul><li>Choose your list under 'Contact is a member of list', and check the box at the bottom of the starting criteria window that says <strong>Enroll contacts who already meet this criteria </strong>and hit<strong> Save</strong>.</li><li>Click <b>Add Action or Delay</b>, and from the drop-down select <b>Add to/Remove from list</b>. Set the drop-downs to the following:</li></ul><p>Add to/Remove from list | Add to list | *name of static list you are adding to*</p><ul><li>Turn the workflow on by flipping the switch at the top of the workflow from Off to <b>On</b>.</li><li>Your List contacts will be added to the Static List.</li></ul><p>It is also possible to add a list of contacts to a Static List directly through the List:</p><ul><li>Navigate to <strong>Contacts </strong>&gt;<strong> Lists </strong>and click on the title of the static list you want to add to your other static list.</li><li>Click the <b>check box</b> in the upper left corner to select <b>all contacts</b>.</li><li>Above the check box, click on <b>Add to list</b>, and select the Static List to which you wish to add contacts.</li></ul>",3553828435
"<ul><li>Navigate to <strong>Content &gt; Email </strong>and select an email to edit.</li><li>Go to the <strong>Settings</strong> tab - Make sure the toggle next to <strong>Web Version</strong> is turned on and a <strong>Page URL</strong> is set.</li><li>Make note of the Page URL; you'll need it so you can paste it in the Social Sharing module.</li></ul><figure><img alt=""User-added image"" src=""http://cdn2.hubspot.net/hubfs/53/Knowledge_Base_Images/Content/Email/Web-Version-Page-URL.png""><figcaption>User-added image</figcaption></figure><ul><li>Go back to the <strong>Edit</strong> tab &gt; scroll to the bottom and click on the <strong>Add social media sharing</strong>&nbsp;module (Note that you must have a Social Sharing module in your template to see this option. You can check that you have added it to your template by clicking on <strong>Settings &gt; Edit template</strong>).</li><li>Paste your page URL into the <strong>Link URL</strong> text box.</li><li>After you've pasted in the web version URL of your email, click the <strong>checkbox</strong> next to your desired social platforms &gt; click <strong>Save and go to module list</strong>.</li></ul><figure><img src=""http://cdn2.hubspot.net/hubfs/53/Knowledge_Base_Images/Content/Email/social-sharing-add.gif"" title="""" width=""803"" height=""328""></figure><p><strong>Please note:&nbsp;</strong>Twitter will pre-populate a message with the <strong>Web Page Title</strong>&nbsp;of your&nbsp;email. If you'd like to customize&nbsp;this,&nbsp;click on the Social Sharing module, then click within the Twitter URL field. Use the right arrow on your keyboard to navigate to<span>&nbsp;""text={{ social_page_title }}."" &nbsp;Replace&nbsp;""{{ social_page_title }}"" with the&nbsp;text that you'd prefer to appear when a recipient shares your email via Twitter (keep in mind that the message will still need to be under 140 characters).</span></p><!--more--><p><strong>Related article:</strong></p><ul><li><a href=""http://help.hubspot.com/articles/KCS_Article/How-do-I-create-a-webpage-version-of-an-email"">How do I create a web page version of an email?</a></li></ul>",3553828465
"<p>It may be that unexpected contacts appear on your list because the <b>AND</b> vs. <b>OR </b>logic was used incorrectly in the list criteria</p><!--more--><ul><li>Navigate: <strong>Contacts &gt; Lists</strong></li><li>Select List in question and edit the criteria</li><li>Ensure that the logic for <strong>AND</strong> vs. <strong>OR</strong> is correct. <ul><li>Using the <b>AND </b>logic means contacts will need to <b>meet all criteria</b> within that set</li><li>Using the <b>OR</b> logic means contacts will need to <b>meet at least one criteria or the other criteria</b></li></ul> </li></ul><p>Example using <b>And... </b>criteria:</p><figure><img alt=""User-added image"" src=""http://cdn2.hubspot.net/hubfs/53/Knowledge_Base_Images/Contacts/Lists/list---and-criteria.png""></img><figcaption>User-added image</figcaption></figure><p>Example using <b>Or...</b> criteria:</p><figure><img alt=""User-added image"" src=""http://cdn2.hubspot.net/hubfs/53/Knowledge_Base_Images/Contacts/Lists/lists---or-criteria.png""></img><figcaption>User-added image</figcaption></figure><p> You can also use the <a href=""http://help.hubspot.com/articles/KCS_Article/How-do-I-use-the-Test-contacts-against-this-list-feature"">&quot;Test contact against this list&quot;</a> option to see if a specific contact meets any of the sets of requirements you have in your list logic. </p>",3553845555
"<p>With the <a href=""http://help.hubspot.com/articles/KCS_Article/How-do-I-sync-Salesforce-accounts"">HubSpot Account Sync enabled</a>, Salesforce integrated HubSpot users' default settings can be adjusted so that all contacts connected to one Salesforce Account will have the same Lifecycle Stage. To find this setting:</p><!--more--><ul><li>Navigate to <strong>Contacts </strong>&gt; <strong>Contacts Settings</strong> &gt; <strong>Company Properties</strong></li><li>Toggle the button to <strong>ON</strong> in order to sync company lifecycle stage to contacts</li></ul><figure><img alt=""User-added image"" src=""http://cdn2.hubspot.net/hubfs/53/Knowledge_Base_Images/Contacts/Contact_Properties_%2B_Settings/Sync-company-lifecycle-stages.png""></img><figcaption>User-added image</figcaption></figure><p>With Automatic Lifecycle Stage Transitions enabled, when a contact in Salesforce is attached to a Salesforce Opportunity, it will change the Lifecycle Stage of the contact in HubSpot to <strong>Opportunity.</strong> If a Salesforce Opportunity is then marked as <strong>Closed/Won</strong>, the contact's Lifecycle Stage will be changed to <strong>Customer</strong>.</p><p>Please note that in order for the Automatic Lifecycle Stage Transitions to work, at least one Contact in the Salesforce Account must be attached to the Contact Roles related list of the Salesforce Opportunity. An Opportunity in Salesforce with an Account attached, <em>but no contacts</em>, will have no effect in HubSpot. </p>",3553851195
"<p>Upon attempting to delete certain lists in the Lists tool, you may find that it is not possible to do so. Two types of lists that you may not delete are:</p><!--more--><ul><li><b>Persona lists</b></li><li><b>Blog email subscription lists</b></li></ul><p>Both types of lists stem from having personas added to your Dashboard and from having a blog in your HubSpot portal. The only way to have those types of lists removed are by deleting the persona or blog associated with those lists.</p><p>Related articles:<br><a href=""http://help.hubspot.com/articles/KCS_Article/Dashboard/How-do-I-delete-a-persona-from-the-Personas-tool"">How do I delete a persona from the Personas tool? </a><br><a href=""http://help.hubspot.com/articles/KCS_Article/COS-Blog/How-do-I-delete-a-COS-Blog"">How do I delete a COS Blog? </a></p>",3554677545
"If you get an error when trying to sign up for the Inbound Certification, please follow the troubleshooting steps detailed below to get registered. <!--more--><ul><li>Check to make sure that all the fields on <a target=""_blank"" href=""https://login.hubspot.com/login/acLogin?showRegister=true"">this form</a> are filled out</li><li>Ensure your Website URL is formatted correctly. If you see an error like the one below, there is something incorrect with the URL you entered. Common mistakes include adding a ""/"" at the end of the URL and having a subdirectory.</li></ul><img alt=""User-added image"" src=""http://cdn2.hubspot.net/hubfs/53/Knowledge_Base_Images/Academy/Error-when-trying-to-sing-up-for-the-Inbound-Certification.png""><ul><li>If you are still unable to sign up, try using a different browser or clearing the cache and cookies in your current browser.&nbsp;</li><li>If the problem still persists, please contact our <a href=""http://help.hubspot.com/support#email-support"" target=""_blank"">Support Team</a>, or email our Academy Team at <strong><em>academy@hubspot.com</em></strong>.</li></ul>",3439246382
"<p>The process of injecting a template within your HubSpot portal after purchasing it is fairly immediate. However, in the case you are not finding the purchased template in your portal's <strong>Design Manager</strong> (<strong>Content</strong> &gt; <strong>Design Manager </strong>&gt;<strong> Purchased</strong>), please reach out to our HubSpot Support Team for further assistance. <br><br>You may reach out to our Support Team by clicking on the 'Help' icon located in the lower right hand corner of your HubSpot dashboard or by clicking <a href=""http://help.hubspot.com/#email-support"" target=""_blank"">here</a>.&nbsp;Please be sure to have a copy of your PayPal receipt ready (email or screenshot works perfectly fine) detailing the exact template you purhcased.</p><!--more--><p>With the provided information, our Support Team will be able to follow up accordingly and inject the missing template into your portal. <strong>Please be aware</strong> it may take up to 1-2 business days for the template to be injected in your portal.&nbsp;</p>",3396800159
"<div style=""display: none;"">{% raw %}</div><p><!--more--><span>You can link to a contact's Salesforce record by appending&nbsp;the personalization token for 'Contact ID' or 'Lead ID' as part of a URL link that you specify in the email editor.&nbsp;A time when you may want to use this option is when sending an internal email via a HubSpot workflow.&nbsp;<a data-cke-saved-href=""http://help.hubspot.com/articles/KCS_Article/Forms/How-do-I-send-internal-notification-emails"" href=""http://help.hubspot.com/articles/KCS_Article/Forms/How-do-I-send-internal-notification-emails"" target=""_blank"">Click here to learn how to send an internal email using workflows.</a></span></p><p>There are existing personalization tokens for the Salesforce 'Contact ID'&nbsp;{{contact.salesforcecontactid}} and Salesforce 'Lead ID' {{contact.salesforceleadid}}.&nbsp;</p><ul><li>Go to&nbsp;<strong>Content &gt; Email &gt; Create or Edit your email</strong></li><li>Locate the area in your email you wish to add this Salesforce Lead or Contact link.</li><li>Select&nbsp;<strong>Insert &gt; Link&nbsp;</strong>&gt; Input a link that looks like one of the following:<ul><li>https://na#.salesforce.com/{{contact.salesforceleadid}}</li><li>https://na#.salesforce.com/{{contact.salesforcecontactid}}</li></ul></li><li>The ""#""&nbsp;will be unique, depending on your instance of Salesforce. Replace this with&nbsp;whatever you see in a URL when viewing a record in Salesforce.&nbsp;</li></ul><p><img src=""http://cdn2.hubspot.net/hubfs/53/Knowledge_Base_Images/Integrations/Salesforce/salesforce-contact-url.png"" title=""""></p><ul><li>For the rest of the URL, use the personalization token for 'Lead ID' or 'Contact ID' as indicated: <strong>{{contact.salesforceleadid}}</strong>&nbsp;or <strong>{{contact.salesforcecontactid}}</strong>.</li></ul><img alt=""User-added image"" data-cke-saved-src=""http://cdn2.hubspot.net/hubfs/53/Knowledge_Base_Images/Content/Email/Insert-link-as-SF-URL-plus-personalization-token-1.png"" src=""http://cdn2.hubspot.net/hubfs/53/Knowledge_Base_Images/Content/Email/add-salesforce-contact-link.png"" title=""User-added image"" width=""640"" data-constrained=""true"" style=""width: 640px;""><br><span>To check your work, try&nbsp;</span><a data-cke-saved-href=""http://help.hubspot.com/articles/KCS_Article/Email/how-do-i-preview-email-personalization"" href=""http://help.hubspot.com/articles/KCS_Article/Email/how-do-i-preview-email-personalization"" target=""_blank"">sending yourself a test email as a particular contact</a><span>&nbsp;who is already syncing with Salesforce and contains a 'Lead ID' or 'Contact ID' value in their HubSpot contact record. The test email should display a complete URL. When clicked, the URL should take you to that contact's Contact or Lead record in Salesforce.</span><div style=""display: none;"">{% endraw %}</div>",3452163911
"<p>Check&nbsp;if the custom RSS feed used in email meets the following criteria:</p><ul><li>The feed is <strong>W3C valid</strong>. RSS feed URLs can be checked on the W3C website here:&nbsp;<a href=""https://validator.w3.org/feed/"">https://validator.w3.org/feed/</a></li><li>There&nbsp;is a&nbsp;<strong>unique</strong> <strong>Guid</strong> for each post entry/item</li><li>The RSS&nbsp;fields (see below)&nbsp;are properly nested and populated (Note that the<strong> Title and Link</strong> fields are required for the feed to be treated as valid.)</li></ul><!--more--><p>&nbsp;</p><p>Depending on the format of the feed, all of summary, link, title, published, author can all originate from different nodes of the xml.&nbsp;<span>Please review</span><span>&nbsp;the following</span>&nbsp;with your developer to ensure these fields&nbsp;are included when generating your RSS feed for use in email:</p><ul><li><strong>Author</strong> (if we see an author like user@domain.com (FirstName LastName), we will use FirstName LastName). Author information can come from a few different nodes:</li><ul class=""simple""><li>/atom10:feed/atom10:entry/atom10:author</li><li>/atom03:feed/atom03:entry/atom03:author</li><li>/rss/channel/item/author</li><li>/rss/channel/item/dc:creator</li><li>/rss/channel/item/dc:author</li><li>/rss/channel/itunes:author</li><li>/rdf:RDF/rdf:item/dc:creator</li><li>/rdf:RDF/rdf:item/dc:author</li></ul><li><strong>Summary</strong></li><ul class=""simple""><li>/atom10:feed/atom10:entry/atom10:summary</li><li>/atom03:feed/atom03:entry/atom03:summary</li><li>/rss/channel/item/description</li><li>/rss/channel/item/dc:description</li><li>/rdf:RDF/rdf:item/rdf:description</li><li>/rdf:RDF/rdf:item/dc:description</li></ul><li><strong>Published</strong> (converted to portal timezone)</li><ul class=""simple""><li>/atom10:feed/atom10:entry/atom10:published</li><li>/atom03:feed/atom03:entry/atom03:issued</li><li>/rss/channel/item/dcterms:issued</li><li>/rss/channel/item/pubDate</li><li>/rdf:RDF/rdf:item/dcterms:issued</li></ul><li><strong>Link</strong></li><ul class=""simple""><li>/atom03:feed/atom03:entry/atom03:link[@rel=‰Ûùalternate‰Ûù]/@href</li><li>/atom10:feed/atom10:entry/atom10:link[@rel=‰Ûùalternate‰Ûù]/@href</li><li>/atom10:feed/atom10:entry/atom10:link[not(@rel)]/@href</li><li>/rdf:RDF/rdf:item/rdf:link</li><li>/rss/channel/item/link</li></ul><li><strong>Title</strong></li><ul class=""simple""><li>/atom03:feed/atom03:entry/atom03:title</li><li>/atom10:feed/atom10:entry/atom10:title</li><li>/rdf:RDF/rdf:item/dc:title</li><li>/rdf:RDF/rdf:item/rdf:title</li><li>/rss/channel/item/dc:title</li><li>/rss/channel/item/title</li></ul></ul><p>&nbsp;</p><p>Example Valid HubSpot Blog Feed:</p><p><img src=""http://cdn2.hubspot.net/hubfs/53/Knowledge_Base_Images/Content/Email/rss_email_example_nodes.png"" title="""" width=""803"" height=""517""></p><p>&nbsp;</p><p>If after checking the above criteria issues with sending RSS email still persist, please contact&nbsp;<a href=""http://help.hubspot.com/"">HubSpot Support</a>.</p><figure><figcaption>Complete your email, and send it when ready.</figcaption></figure>",3656632705
"<p>Please follow the directions noted below to add a Salesforce user into your HubSpot CRM as a <a href=""http://help.hubspot.com/articles/KCS_Article/Settings/HubSpot-User-Roles-Guide"" target=""_blank"">Sales user</a>.</p><!--more--><ul><li>Navigate to your <strong>Account Menu</strong> &gt; <strong>Settings</strong> &gt; <strong>Users</strong> &gt; click on <strong>Add SFDC users</strong>.</li></ul><img alt=""User-added image"" src=""http://cdn2.hubspot.net/hubfs/53/Knowledge_Base_Images/Account_Menu/Settings/Add-SFDC-users.png"">&nbsp;<ul><li>Select which Salesforce users you would like to add as <i>Sales users</i> to your HubSpot CRM &gt; click on <strong>Add users</strong>.</li></ul><img alt=""User-added image"" src=""http://cdn2.hubspot.net/hubfs/53/Knowledge_Base_Images/Account_Menu/Settings/Add-Salesforce-Users-to-HubSpot-CRM-.png""><ul><li>The new user will only be able to access your HubSpot CRM; he/she will not have access to the Marketing platform.</li></ul><img alt=""User-added image"" src=""http://cdn2.hubspot.net/hubfs/53/Knowledge_Base_Images/Account_Menu/Settings/Sample-new-Sales-user.png"">",3473939529
"<p>When creating your lists, you may be faced with the deicision to add certain logic when multiple pieces of criteria are involved. The two types of logic are <strong>AND</strong> and <strong>OR</strong>.</p><ul><li>Using the <strong>AND </strong>logic means contacts will need to <strong>meet all criteria</strong> within that set</li><li>Using the <strong>OR</strong> logic means contacts will need to <strong>meet at least one criteria or the other criteria</strong></li></ul><h3><strong>Create a new list using AND logic</strong></h3><!--more--><ul><li>Navigate: <strong>Contacts &gt; Lists</strong></li><li>Click <strong>New List</strong> in the upper-right corner</li><li><strong>Select your first piece of criteria</strong> such as <em>Contact Property | Mailing State/Province | Massachusetts</em></li><li>Let's say you want to add an additional piece of criteria such as <em>Mailing City | Boston</em>. Knowing you want to see contacts who meet both of these criteria means you should use the AND logic. Contacts on this list will both be from the state of Massachusetts AND from the city of Boston.</li></ul><figure><img alt=""User-added image"" src=""http://cdn2.hubspot.net/hubfs/53/Knowledge_Base_Images/Contacts/Lists/list---and-criteria.png""><figcaption>User-added image</figcaption></figure><h3><strong>Create a new list using OR logic</strong></h3><ul><li>Navigate: <strong>Contacts &gt; Lists</strong></li><li>Click <strong>New List</strong> in the upper-right corner</li><li><strong>Select your first piece of criteria</strong> such as&nbsp;<em>Mailing City | Boston</em></li><li>Let's say you want to add an additional piece of criteria such as <em>Company | HubSpot</em>. Knowing you want to see contacts who meet either of these criteria means you should use the OR logic. Contacts on this list will either be from the city of Boston OR from the company HubSpot.</li></ul><figure><img alt=""User-added image"" src=""http://cdn2.hubspot.net/hubfs/53/Knowledge_Base_Images/Contacts/Lists/lists---or-criteria.png""><figcaption>User-added image</figcaption></figure><ul><li>You may use the <a href=""http://help.hubspot.com/articles/KCS_Article/How-do-I-use-the-Test-contacts-against-this-list-feature"">""Test contact against this list""</a> option to see if a specific contact meets your selected criteria before or after saving your list.</li></ul><ul><li><strong>Some contacts may happen to meet both OR logic criteria</strong> and still be members of the list. Using the OR logic does not require contacts to only meet one criteria or the other; it simply means they must meet <strong>at least</strong> one or the other.</li></ul><p>Related Articles:</p><ul><li><a href=""http://help.hubspot.com/articles/KCS_Article/Contacts/What-is-the-difference-between-a-smart-list-and-a-static-list?__hstc=20964263.7298848f39b63817bd0ed7ac8a6befcc.1442430697455.1444080254061.1444144558383.36&amp;__hssc=20964263.151.1444144558383&amp;__hsfp=1123080157"" target=""_blank"">What is the difference between a smart list and a static list?</a></li><li><a href=""http://help.hubspot.com/articles/KCS_Article/Contacts/Why-are-contacts-not-being-added-to-a-smart-list-when-they-fit-the-criteria?__hstc=20964263.7298848f39b63817bd0ed7ac8a6befcc.1442430697455.1444080254061.1444144558383.36&amp;__hssc=20964263.151.1444144558383&amp;__hsfp=1123080157"" target=""_blank"">Why are contacts not being added to a smart list when they fit the criteria?</a></li><li><a href=""http://help.hubspot.com/articles/KCS_Article/Contacts/Why-are-some-contacts-who-don-t-meet-the-criteria-on-my-smart-list?__hstc=20964263.7298848f39b63817bd0ed7ac8a6befcc.1442430697455.1444080254061.1444144558383.36&amp;__hssc=20964263.151.1444144558383&amp;__hsfp=1123080157"" target=""_blank"">Why are some contacts who don't meet the criteria on my smart list?</a></li></ul>",3574810929
"<div id=""hs_cos_wrapper_widget_3174409091"" class=""hs_cos_wrapper hs_cos_wrapper_widget hs_cos_wrapper_type_custom_widget"" data-hs-cos-general-type=""widget"" data-hs-cos-type=""custom_widget""><div class=""step""><h2 id=""requirements-of-the-hubspot-salesforce-integration"">Requirements of the HubSpot Salesforce integration</h2><p>To be able to integrate HubSpot and Salesforce, you must:</p><ul><li>Be using either HubSpot Professional or Enterprise</li><li>Be using either Salesforce Professional, Enterprise or Unlimited (not a trial account)</li><li>Have top-level Salesforce administrator privileges (if on Salesforce Professional Edition)</li><li>Have top-level Salesforce administrator privileges OR full object-level and full-field-level security permissions (if on Salesforce Enterprise or Unlimited Edition)</li></ul></div></div><!--more--><div id=""hs_cos_wrapper_widget_3174409096"" class=""hs_cos_wrapper hs_cos_wrapper_widget hs_cos_wrapper_type_custom_widget"" data-hs-cos-general-type=""widget"" data-hs-cos-type=""custom_widget""><div class=""step""><h2 id=""general-expectations-before-you-begin"">General expectations before you begin</h2><p>In addition to the requirements listed above, we've outlined some general expectations for setting up this connector. Please review the below before proceeding with the instructions:</p><ul><li>You should have at least a basic understanding of how the HubSpot integration with Salesforce works in order to specify how the Connector should be configured.</li><li>You will be taken to Salesforce as part of the installation process. Expect to switch back and forth between these instructions and Salesforce for part of the integration process.</li><li>You only have a certain number of API Calls (the technology that allows HubSpot and Salesforce to exchange data, <a href=""http://knowledge.hubspot.com/salesforce-integration-user-guide/how-to-adjust-your-salesforce-api-call-limit"" target="""">which you can read more extensively about here</a>) per day. You should be aware of your limit. As a rule of thumb, a single Contact sync can take up to 4 API calls per record, but this can vary.</li><li>To connect multiple HubSpot portals to one Salesforce account, you'll need to go through this wizard in each portal.</li><li>HubSpot will only work with one instance of Salesforce; while you can use two instances of HubSpot with one instance of Salesforce, the connector only allows one instance of Salesforce to connect to your HubSpot account.</li><li>If you want to install a Sandbox version of the Connector, be sure to check the box on the following page and&nbsp;<a href=""http://help.hubspot.com/articles/KCS_Article/How-do-I-connect-my-Salesforce-sandbox-to-HubSpot"" target=""_blank"">read more about integrating with a Sandbox environment here</a>.</li></ul><p>&nbsp;</p><p>Related articles:</p><p><a href=""http://knowledge.hubspot.com/salesforce-integration-user-guide-v2/how-to-set-up-the-salesforce-integration-with-hubspot"">How to set up the Salesforce integration with HubSpot</a></p></div></div>",3584728424
